,stemmers,lemmatize,replace_ngrams,num_grams,dic_extremes_nobelow,dic_extremes_noabove,num_topics,alpha
644,porter,True,False,3,10,0.99,20,0.01
645,porter,True,False,3,10,0.99,30,0.001
646,porter,True,False,3,10,0.99,30,0.0001
647,porter,True,False,3,10,0.99,30,0.01
648,porter,False,True,2,3,0.9,20,0.001
649,porter,False,True,2,3,0.9,20,0.0001
650,porter,False,True,2,3,0.9,20,0.01
651,porter,False,True,2,3,0.9,30,0.001
652,porter,False,True,2,3,0.9,30,0.0001
653,porter,False,True,2,3,0.9,30,0.01
654,porter,False,True,2,3,0.95,20,0.001
655,porter,False,True,2,3,0.95,20,0.0001
656,porter,False,True,2,3,0.95,20,0.01
657,porter,False,True,2,3,0.95,30,0.001
658,porter,False,True,2,3,0.95,30,0.0001
659,porter,False,True,2,3,0.95,30,0.01
660,porter,False,True,2,3,0.99,20,0.001
661,porter,False,True,2,3,0.99,20,0.0001
662,porter,False,True,2,3,0.99,20,0.01
663,porter,False,True,2,3,0.99,30,0.001
664,porter,False,True,2,3,0.99,30,0.0001
665,porter,False,True,2,3,0.99,30,0.01
666,porter,False,True,2,5,0.9,20,0.001
667,porter,False,True,2,5,0.9,20,0.0001
668,porter,False,True,2,5,0.9,20,0.01
669,porter,False,True,2,5,0.9,30,0.001
670,porter,False,True,2,5,0.9,30,0.0001
671,porter,False,True,2,5,0.9,30,0.01
672,porter,False,True,2,5,0.95,20,0.001
673,porter,False,True,2,5,0.95,20,0.0001
674,porter,False,True,2,5,0.95,20,0.01
675,porter,False,True,2,5,0.95,30,0.001
676,porter,False,True,2,5,0.95,30,0.0001
677,porter,False,True,2,5,0.95,30,0.01
678,porter,False,True,2,5,0.99,20,0.001
679,porter,False,True,2,5,0.99,20,0.0001
680,porter,False,True,2,5,0.99,20,0.01
681,porter,False,True,2,5,0.99,30,0.001
682,porter,False,True,2,5,0.99,30,0.0001
683,porter,False,True,2,5,0.99,30,0.01
684,porter,False,True,2,10,0.9,20,0.001
685,porter,False,True,2,10,0.9,20,0.0001
686,porter,False,True,2,10,0.9,20,0.01
687,porter,False,True,2,10,0.9,30,0.001
688,porter,False,True,2,10,0.9,30,0.0001
689,porter,False,True,2,10,0.9,30,0.01
690,porter,False,True,2,10,0.95,20,0.001
691,porter,False,True,2,10,0.95,20,0.0001
692,porter,False,True,2,10,0.95,20,0.01
693,porter,False,True,2,10,0.95,30,0.001
694,porter,False,True,2,10,0.95,30,0.0001
695,porter,False,True,2,10,0.95,30,0.01
696,porter,False,True,2,10,0.99,20,0.001
697,porter,False,True,2,10,0.99,20,0.0001
698,porter,False,True,2,10,0.99,20,0.01
699,porter,False,True,2,10,0.99,30,0.001
700,porter,False,True,2,10,0.99,30,0.0001
701,porter,False,True,2,10,0.99,30,0.01
702,porter,False,True,3,3,0.9,20,0.001
703,porter,False,True,3,3,0.9,20,0.0001
704,porter,False,True,3,3,0.9,20,0.01
705,porter,False,True,3,3,0.9,30,0.001
706,porter,False,True,3,3,0.9,30,0.0001
707,porter,False,True,3,3,0.9,30,0.01
708,porter,False,True,3,3,0.95,20,0.001
709,porter,False,True,3,3,0.95,20,0.0001
710,porter,False,True,3,3,0.95,20,0.01
711,porter,False,True,3,3,0.95,30,0.001
712,porter,False,True,3,3,0.95,30,0.0001
713,porter,False,True,3,3,0.95,30,0.01
714,porter,False,True,3,3,0.99,20,0.001
715,porter,False,True,3,3,0.99,20,0.0001
716,porter,False,True,3,3,0.99,20,0.01
717,porter,False,True,3,3,0.99,30,0.001
718,porter,False,True,3,3,0.99,30,0.0001
719,porter,False,True,3,3,0.99,30,0.01
720,porter,False,True,3,5,0.9,20,0.001
721,porter,False,True,3,5,0.9,20,0.0001
722,porter,False,True,3,5,0.9,20,0.01
723,porter,False,True,3,5,0.9,30,0.001
724,porter,False,True,3,5,0.9,30,0.0001
725,porter,False,True,3,5,0.9,30,0.01
726,porter,False,True,3,5,0.95,20,0.001
727,porter,False,True,3,5,0.95,20,0.0001
728,porter,False,True,3,5,0.95,20,0.01
729,porter,False,True,3,5,0.95,30,0.001
730,porter,False,True,3,5,0.95,30,0.0001
731,porter,False,True,3,5,0.95,30,0.01
732,porter,False,True,3,5,0.99,20,0.001
733,porter,False,True,3,5,0.99,20,0.0001
734,porter,False,True,3,5,0.99,20,0.01
735,porter,False,True,3,5,0.99,30,0.001
736,porter,False,True,3,5,0.99,30,0.0001
737,porter,False,True,3,5,0.99,30,0.01
738,porter,False,True,3,10,0.9,20,0.001
739,porter,False,True,3,10,0.9,20,0.0001
740,porter,False,True,3,10,0.9,20,0.01
741,porter,False,True,3,10,0.9,30,0.001
742,porter,False,True,3,10,0.9,30,0.0001
743,porter,False,True,3,10,0.9,30,0.01
744,porter,False,True,3,10,0.95,20,0.001
745,porter,False,True,3,10,0.95,20,0.0001
746,porter,False,True,3,10,0.95,20,0.01
747,porter,False,True,3,10,0.95,30,0.001
748,porter,False,True,3,10,0.95,30,0.0001
749,porter,False,True,3,10,0.95,30,0.01
750,porter,False,True,3,10,0.99,20,0.001
751,porter,False,True,3,10,0.99,20,0.0001
752,porter,False,True,3,10,0.99,20,0.01
753,porter,False,True,3,10,0.99,30,0.001
754,porter,False,True,3,10,0.99,30,0.0001
755,porter,False,True,3,10,0.99,30,0.01
756,porter,False,False,2,3,0.9,20,0.001
757,porter,False,False,2,3,0.9,20,0.0001
758,porter,False,False,2,3,0.9,20,0.01
759,porter,False,False,2,3,0.9,30,0.001
760,porter,False,False,2,3,0.9,30,0.0001
761,porter,False,False,2,3,0.9,30,0.01
762,porter,False,False,2,3,0.95,20,0.001
763,porter,False,False,2,3,0.95,20,0.0001
764,porter,False,False,2,3,0.95,20,0.01
765,porter,False,False,2,3,0.95,30,0.001
766,porter,False,False,2,3,0.95,30,0.0001
767,porter,False,False,2,3,0.95,30,0.01
768,porter,False,False,2,3,0.99,20,0.001
769,porter,False,False,2,3,0.99,20,0.0001
770,porter,False,False,2,3,0.99,20,0.01
771,porter,False,False,2,3,0.99,30,0.001
772,porter,False,False,2,3,0.99,30,0.0001
773,porter,False,False,2,3,0.99,30,0.01
774,porter,False,False,2,5,0.9,20,0.001
775,porter,False,False,2,5,0.9,20,0.0001
776,porter,False,False,2,5,0.9,20,0.01
777,porter,False,False,2,5,0.9,30,0.001
778,porter,False,False,2,5,0.9,30,0.0001
779,porter,False,False,2,5,0.9,30,0.01
780,porter,False,False,2,5,0.95,20,0.001
781,porter,False,False,2,5,0.95,20,0.0001
782,porter,False,False,2,5,0.95,20,0.01
783,porter,False,False,2,5,0.95,30,0.001
784,porter,False,False,2,5,0.95,30,0.0001
785,porter,False,False,2,5,0.95,30,0.01
786,porter,False,False,2,5,0.99,20,0.001
787,porter,False,False,2,5,0.99,20,0.0001
788,porter,False,False,2,5,0.99,20,0.01
789,porter,False,False,2,5,0.99,30,0.001
790,porter,False,False,2,5,0.99,30,0.0001
791,porter,False,False,2,5,0.99,30,0.01
792,porter,False,False,2,10,0.9,20,0.001
793,porter,False,False,2,10,0.9,20,0.0001
794,porter,False,False,2,10,0.9,20,0.01
795,porter,False,False,2,10,0.9,30,0.001
796,porter,False,False,2,10,0.9,30,0.0001
797,porter,False,False,2,10,0.9,30,0.01
798,porter,False,False,2,10,0.95,20,0.001
799,porter,False,False,2,10,0.95,20,0.0001
800,porter,False,False,2,10,0.95,20,0.01
801,porter,False,False,2,10,0.95,30,0.001
802,porter,False,False,2,10,0.95,30,0.0001
803,porter,False,False,2,10,0.95,30,0.01
804,porter,False,False,2,10,0.99,20,0.001
805,porter,False,False,2,10,0.99,20,0.0001
806,porter,False,False,2,10,0.99,20,0.01
807,porter,False,False,2,10,0.99,30,0.001
808,porter,False,False,2,10,0.99,30,0.0001
809,porter,False,False,2,10,0.99,30,0.01
810,porter,False,False,3,3,0.9,20,0.001
811,porter,False,False,3,3,0.9,20,0.0001
812,porter,False,False,3,3,0.9,20,0.01
813,porter,False,False,3,3,0.9,30,0.001
814,porter,False,False,3,3,0.9,30,0.0001
815,porter,False,False,3,3,0.9,30,0.01
816,porter,False,False,3,3,0.95,20,0.001
817,porter,False,False,3,3,0.95,20,0.0001
818,porter,False,False,3,3,0.95,20,0.01
819,porter,False,False,3,3,0.95,30,0.001
820,porter,False,False,3,3,0.95,30,0.0001
821,porter,False,False,3,3,0.95,30,0.01
822,porter,False,False,3,3,0.99,20,0.001
823,porter,False,False,3,3,0.99,20,0.0001
824,porter,False,False,3,3,0.99,20,0.01
825,porter,False,False,3,3,0.99,30,0.001
826,porter,False,False,3,3,0.99,30,0.0001
827,porter,False,False,3,3,0.99,30,0.01
828,porter,False,False,3,5,0.9,20,0.001
829,porter,False,False,3,5,0.9,20,0.0001
830,porter,False,False,3,5,0.9,20,0.01
831,porter,False,False,3,5,0.9,30,0.001
832,porter,False,False,3,5,0.9,30,0.0001
833,porter,False,False,3,5,0.9,30,0.01
834,porter,False,False,3,5,0.95,20,0.001
835,porter,False,False,3,5,0.95,20,0.0001
836,porter,False,False,3,5,0.95,20,0.01
837,porter,False,False,3,5,0.95,30,0.001
838,porter,False,False,3,5,0.95,30,0.0001
839,porter,False,False,3,5,0.95,30,0.01
840,porter,False,False,3,5,0.99,20,0.001
841,porter,False,False,3,5,0.99,20,0.0001
842,porter,False,False,3,5,0.99,20,0.01
843,porter,False,False,3,5,0.99,30,0.001
844,porter,False,False,3,5,0.99,30,0.0001
845,porter,False,False,3,5,0.99,30,0.01
846,porter,False,False,3,10,0.9,20,0.001
847,porter,False,False,3,10,0.9,20,0.0001
848,porter,False,False,3,10,0.9,20,0.01
849,porter,False,False,3,10,0.9,30,0.001
850,porter,False,False,3,10,0.9,30,0.0001
851,porter,False,False,3,10,0.9,30,0.01
852,porter,False,False,3,10,0.95,20,0.001
853,porter,False,False,3,10,0.95,20,0.0001
854,porter,False,False,3,10,0.95,20,0.01
855,porter,False,False,3,10,0.95,30,0.001
856,porter,False,False,3,10,0.95,30,0.0001
857,porter,False,False,3,10,0.95,30,0.01
858,porter,False,False,3,10,0.99,20,0.001
859,porter,False,False,3,10,0.99,20,0.0001
860,porter,False,False,3,10,0.99,20,0.01
861,porter,False,False,3,10,0.99,30,0.001
862,porter,False,False,3,10,0.99,30,0.0001
863,porter,False,False,3,10,0.99,30,0.01
864,lancaster,True,True,2,3,0.9,20,0.001
865,lancaster,True,True,2,3,0.9,20,0.0001
866,lancaster,True,True,2,3,0.9,20,0.01
867,lancaster,True,True,2,3,0.9,30,0.001
868,lancaster,True,True,2,3,0.9,30,0.0001
869,lancaster,True,True,2,3,0.9,30,0.01
870,lancaster,True,True,2,3,0.95,20,0.001
871,lancaster,True,True,2,3,0.95,20,0.0001
872,lancaster,True,True,2,3,0.95,20,0.01
873,lancaster,True,True,2,3,0.95,30,0.001
874,lancaster,True,True,2,3,0.95,30,0.0001
875,lancaster,True,True,2,3,0.95,30,0.01
876,lancaster,True,True,2,3,0.99,20,0.001
877,lancaster,True,True,2,3,0.99,20,0.0001
878,lancaster,True,True,2,3,0.99,20,0.01
879,lancaster,True,True,2,3,0.99,30,0.001
880,lancaster,True,True,2,3,0.99,30,0.0001
881,lancaster,True,True,2,3,0.99,30,0.01
882,lancaster,True,True,2,5,0.9,20,0.001
883,lancaster,True,True,2,5,0.9,20,0.0001
884,lancaster,True,True,2,5,0.9,20,0.01
885,lancaster,True,True,2,5,0.9,30,0.001
886,lancaster,True,True,2,5,0.9,30,0.0001
887,lancaster,True,True,2,5,0.9,30,0.01
888,lancaster,True,True,2,5,0.95,20,0.001
889,lancaster,True,True,2,5,0.95,20,0.0001
890,lancaster,True,True,2,5,0.95,20,0.01
891,lancaster,True,True,2,5,0.95,30,0.001
892,lancaster,True,True,2,5,0.95,30,0.0001
893,lancaster,True,True,2,5,0.95,30,0.01
894,lancaster,True,True,2,5,0.99,20,0.001
895,lancaster,True,True,2,5,0.99,20,0.0001
896,lancaster,True,True,2,5,0.99,20,0.01
897,lancaster,True,True,2,5,0.99,30,0.001
898,lancaster,True,True,2,5,0.99,30,0.0001
899,lancaster,True,True,2,5,0.99,30,0.01
900,lancaster,True,True,2,10,0.9,20,0.001
901,lancaster,True,True,2,10,0.9,20,0.0001
902,lancaster,True,True,2,10,0.9,20,0.01
903,lancaster,True,True,2,10,0.9,30,0.001
904,lancaster,True,True,2,10,0.9,30,0.0001
905,lancaster,True,True,2,10,0.9,30,0.01
906,lancaster,True,True,2,10,0.95,20,0.001
907,lancaster,True,True,2,10,0.95,20,0.0001
908,lancaster,True,True,2,10,0.95,20,0.01
909,lancaster,True,True,2,10,0.95,30,0.001
910,lancaster,True,True,2,10,0.95,30,0.0001
911,lancaster,True,True,2,10,0.95,30,0.01
912,lancaster,True,True,2,10,0.99,20,0.001
913,lancaster,True,True,2,10,0.99,20,0.0001
914,lancaster,True,True,2,10,0.99,20,0.01
915,lancaster,True,True,2,10,0.99,30,0.001
916,lancaster,True,True,2,10,0.99,30,0.0001
917,lancaster,True,True,2,10,0.99,30,0.01
918,lancaster,True,True,3,3,0.9,20,0.001
919,lancaster,True,True,3,3,0.9,20,0.0001
920,lancaster,True,True,3,3,0.9,20,0.01
921,lancaster,True,True,3,3,0.9,30,0.001
922,lancaster,True,True,3,3,0.9,30,0.0001
923,lancaster,True,True,3,3,0.9,30,0.01
924,lancaster,True,True,3,3,0.95,20,0.001
925,lancaster,True,True,3,3,0.95,20,0.0001
926,lancaster,True,True,3,3,0.95,20,0.01
927,lancaster,True,True,3,3,0.95,30,0.001
928,lancaster,True,True,3,3,0.95,30,0.0001
929,lancaster,True,True,3,3,0.95,30,0.01
930,lancaster,True,True,3,3,0.99,20,0.001
931,lancaster,True,True,3,3,0.99,20,0.0001
932,lancaster,True,True,3,3,0.99,20,0.01
933,lancaster,True,True,3,3,0.99,30,0.001
934,lancaster,True,True,3,3,0.99,30,0.0001
935,lancaster,True,True,3,3,0.99,30,0.01
936,lancaster,True,True,3,5,0.9,20,0.001
937,lancaster,True,True,3,5,0.9,20,0.0001
938,lancaster,True,True,3,5,0.9,20,0.01
939,lancaster,True,True,3,5,0.9,30,0.001
940,lancaster,True,True,3,5,0.9,30,0.0001
941,lancaster,True,True,3,5,0.9,30,0.01
942,lancaster,True,True,3,5,0.95,20,0.001
943,lancaster,True,True,3,5,0.95,20,0.0001
944,lancaster,True,True,3,5,0.95,20,0.01
945,lancaster,True,True,3,5,0.95,30,0.001
946,lancaster,True,True,3,5,0.95,30,0.0001
947,lancaster,True,True,3,5,0.95,30,0.01
948,lancaster,True,True,3,5,0.99,20,0.001
949,lancaster,True,True,3,5,0.99,20,0.0001
950,lancaster,True,True,3,5,0.99,20,0.01
951,lancaster,True,True,3,5,0.99,30,0.001
952,lancaster,True,True,3,5,0.99,30,0.0001
953,lancaster,True,True,3,5,0.99,30,0.01
954,lancaster,True,True,3,10,0.9,20,0.001
955,lancaster,True,True,3,10,0.9,20,0.0001
956,lancaster,True,True,3,10,0.9,20,0.01
957,lancaster,True,True,3,10,0.9,30,0.001
958,lancaster,True,True,3,10,0.9,30,0.0001
959,lancaster,True,True,3,10,0.9,30,0.01
960,lancaster,True,True,3,10,0.95,20,0.001
961,lancaster,True,True,3,10,0.95,20,0.0001
962,lancaster,True,True,3,10,0.95,20,0.01
963,lancaster,True,True,3,10,0.95,30,0.001
964,lancaster,True,True,3,10,0.95,30,0.0001
965,lancaster,True,True,3,10,0.95,30,0.01
966,lancaster,True,True,3,10,0.99,20,0.001
967,lancaster,True,True,3,10,0.99,20,0.0001
968,lancaster,True,True,3,10,0.99,20,0.01
969,lancaster,True,True,3,10,0.99,30,0.001
970,lancaster,True,True,3,10,0.99,30,0.0001
971,lancaster,True,True,3,10,0.99,30,0.01
972,lancaster,True,False,2,3,0.9,20,0.001
973,lancaster,True,False,2,3,0.9,20,0.0001
974,lancaster,True,False,2,3,0.9,20,0.01
975,lancaster,True,False,2,3,0.9,30,0.001
976,lancaster,True,False,2,3,0.9,30,0.0001
977,lancaster,True,False,2,3,0.9,30,0.01
978,lancaster,True,False,2,3,0.95,20,0.001
979,lancaster,True,False,2,3,0.95,20,0.0001
980,lancaster,True,False,2,3,0.95,20,0.01
981,lancaster,True,False,2,3,0.95,30,0.001
982,lancaster,True,False,2,3,0.95,30,0.0001
983,lancaster,True,False,2,3,0.95,30,0.01
984,lancaster,True,False,2,3,0.99,20,0.001
985,lancaster,True,False,2,3,0.99,20,0.0001
986,lancaster,True,False,2,3,0.99,20,0.01
987,lancaster,True,False,2,3,0.99,30,0.001
988,lancaster,True,False,2,3,0.99,30,0.0001
989,lancaster,True,False,2,3,0.99,30,0.01
990,lancaster,True,False,2,5,0.9,20,0.001
991,lancaster,True,False,2,5,0.9,20,0.0001
992,lancaster,True,False,2,5,0.9,20,0.01
993,lancaster,True,False,2,5,0.9,30,0.001
994,lancaster,True,False,2,5,0.9,30,0.0001
995,lancaster,True,False,2,5,0.9,30,0.01
996,lancaster,True,False,2,5,0.95,20,0.001
997,lancaster,True,False,2,5,0.95,20,0.0001
998,lancaster,True,False,2,5,0.95,20,0.01
999,lancaster,True,False,2,5,0.95,30,0.001
1000,lancaster,True,False,2,5,0.95,30,0.0001
1001,lancaster,True,False,2,5,0.95,30,0.01
1002,lancaster,True,False,2,5,0.99,20,0.001
1003,lancaster,True,False,2,5,0.99,20,0.0001
1004,lancaster,True,False,2,5,0.99,20,0.01
1005,lancaster,True,False,2,5,0.99,30,0.001
1006,lancaster,True,False,2,5,0.99,30,0.0001
1007,lancaster,True,False,2,5,0.99,30,0.01
1008,lancaster,True,False,2,10,0.9,20,0.001
1009,lancaster,True,False,2,10,0.9,20,0.0001
1010,lancaster,True,False,2,10,0.9,20,0.01
1011,lancaster,True,False,2,10,0.9,30,0.001
1012,lancaster,True,False,2,10,0.9,30,0.0001
1013,lancaster,True,False,2,10,0.9,30,0.01
1014,lancaster,True,False,2,10,0.95,20,0.001
1015,lancaster,True,False,2,10,0.95,20,0.0001
1016,lancaster,True,False,2,10,0.95,20,0.01
1017,lancaster,True,False,2,10,0.95,30,0.001
1018,lancaster,True,False,2,10,0.95,30,0.0001
1019,lancaster,True,False,2,10,0.95,30,0.01
1020,lancaster,True,False,2,10,0.99,20,0.001
1021,lancaster,True,False,2,10,0.99,20,0.0001
1022,lancaster,True,False,2,10,0.99,20,0.01
1023,lancaster,True,False,2,10,0.99,30,0.001
1024,lancaster,True,False,2,10,0.99,30,0.0001
1025,lancaster,True,False,2,10,0.99,30,0.01
1026,lancaster,True,False,3,3,0.9,20,0.001
1027,lancaster,True,False,3,3,0.9,20,0.0001
1028,lancaster,True,False,3,3,0.9,20,0.01
1029,lancaster,True,False,3,3,0.9,30,0.001
1030,lancaster,True,False,3,3,0.9,30,0.0001
1031,lancaster,True,False,3,3,0.9,30,0.01
1032,lancaster,True,False,3,3,0.95,20,0.001
1033,lancaster,True,False,3,3,0.95,20,0.0001
1034,lancaster,True,False,3,3,0.95,20,0.01
1035,lancaster,True,False,3,3,0.95,30,0.001
1036,lancaster,True,False,3,3,0.95,30,0.0001
1037,lancaster,True,False,3,3,0.95,30,0.01
1038,lancaster,True,False,3,3,0.99,20,0.001
1039,lancaster,True,False,3,3,0.99,20,0.0001
1040,lancaster,True,False,3,3,0.99,20,0.01
1041,lancaster,True,False,3,3,0.99,30,0.001
1042,lancaster,True,False,3,3,0.99,30,0.0001
1043,lancaster,True,False,3,3,0.99,30,0.01
1044,lancaster,True,False,3,5,0.9,20,0.001
1045,lancaster,True,False,3,5,0.9,20,0.0001
1046,lancaster,True,False,3,5,0.9,20,0.01
1047,lancaster,True,False,3,5,0.9,30,0.001
1048,lancaster,True,False,3,5,0.9,30,0.0001
1049,lancaster,True,False,3,5,0.9,30,0.01
1050,lancaster,True,False,3,5,0.95,20,0.001
1051,lancaster,True,False,3,5,0.95,20,0.0001
1052,lancaster,True,False,3,5,0.95,20,0.01
1053,lancaster,True,False,3,5,0.95,30,0.001
1054,lancaster,True,False,3,5,0.95,30,0.0001
1055,lancaster,True,False,3,5,0.95,30,0.01
1056,lancaster,True,False,3,5,0.99,20,0.001
1057,lancaster,True,False,3,5,0.99,20,0.0001
1058,lancaster,True,False,3,5,0.99,20,0.01
1059,lancaster,True,False,3,5,0.99,30,0.001
1060,lancaster,True,False,3,5,0.99,30,0.0001
1061,lancaster,True,False,3,5,0.99,30,0.01
1062,lancaster,True,False,3,10,0.9,20,0.001
1063,lancaster,True,False,3,10,0.9,20,0.0001
1064,lancaster,True,False,3,10,0.9,20,0.01
1065,lancaster,True,False,3,10,0.9,30,0.001
1066,lancaster,True,False,3,10,0.9,30,0.0001
1067,lancaster,True,False,3,10,0.9,30,0.01
1068,lancaster,True,False,3,10,0.95,20,0.001
1069,lancaster,True,False,3,10,0.95,20,0.0001
1070,lancaster,True,False,3,10,0.95,20,0.01
1071,lancaster,True,False,3,10,0.95,30,0.001
1072,lancaster,True,False,3,10,0.95,30,0.0001
1073,lancaster,True,False,3,10,0.95,30,0.01
1074,lancaster,True,False,3,10,0.99,20,0.001
1075,lancaster,True,False,3,10,0.99,20,0.0001
1076,lancaster,True,False,3,10,0.99,20,0.01
1077,lancaster,True,False,3,10,0.99,30,0.001
1078,lancaster,True,False,3,10,0.99,30,0.0001
1079,lancaster,True,False,3,10,0.99,30,0.01
1080,lancaster,False,True,2,3,0.9,20,0.001
1081,lancaster,False,True,2,3,0.9,20,0.0001
1082,lancaster,False,True,2,3,0.9,20,0.01
1083,lancaster,False,True,2,3,0.9,30,0.001
1084,lancaster,False,True,2,3,0.9,30,0.0001
1085,lancaster,False,True,2,3,0.9,30,0.01
1086,lancaster,False,True,2,3,0.95,20,0.001
1087,lancaster,False,True,2,3,0.95,20,0.0001
1088,lancaster,False,True,2,3,0.95,20,0.01
1089,lancaster,False,True,2,3,0.95,30,0.001
1090,lancaster,False,True,2,3,0.95,30,0.0001
1091,lancaster,False,True,2,3,0.95,30,0.01
1092,lancaster,False,True,2,3,0.99,20,0.001
1093,lancaster,False,True,2,3,0.99,20,0.0001
1094,lancaster,False,True,2,3,0.99,20,0.01
1095,lancaster,False,True,2,3,0.99,30,0.001
1096,lancaster,False,True,2,3,0.99,30,0.0001
1097,lancaster,False,True,2,3,0.99,30,0.01
1098,lancaster,False,True,2,5,0.9,20,0.001
1099,lancaster,False,True,2,5,0.9,20,0.0001
1100,lancaster,False,True,2,5,0.9,20,0.01
1101,lancaster,False,True,2,5,0.9,30,0.001
1102,lancaster,False,True,2,5,0.9,30,0.0001
1103,lancaster,False,True,2,5,0.9,30,0.01
1104,lancaster,False,True,2,5,0.95,20,0.001
1105,lancaster,False,True,2,5,0.95,20,0.0001
1106,lancaster,False,True,2,5,0.95,20,0.01
1107,lancaster,False,True,2,5,0.95,30,0.001
1108,lancaster,False,True,2,5,0.95,30,0.0001
1109,lancaster,False,True,2,5,0.95,30,0.01
1110,lancaster,False,True,2,5,0.99,20,0.001
1111,lancaster,False,True,2,5,0.99,20,0.0001
1112,lancaster,False,True,2,5,0.99,20,0.01
1113,lancaster,False,True,2,5,0.99,30,0.001
1114,lancaster,False,True,2,5,0.99,30,0.0001
1115,lancaster,False,True,2,5,0.99,30,0.01
1116,lancaster,False,True,2,10,0.9,20,0.001
1117,lancaster,False,True,2,10,0.9,20,0.0001
1118,lancaster,False,True,2,10,0.9,20,0.01
1119,lancaster,False,True,2,10,0.9,30,0.001
1120,lancaster,False,True,2,10,0.9,30,0.0001
1121,lancaster,False,True,2,10,0.9,30,0.01
1122,lancaster,False,True,2,10,0.95,20,0.001
1123,lancaster,False,True,2,10,0.95,20,0.0001
1124,lancaster,False,True,2,10,0.95,20,0.01
1125,lancaster,False,True,2,10,0.95,30,0.001
1126,lancaster,False,True,2,10,0.95,30,0.0001
1127,lancaster,False,True,2,10,0.95,30,0.01
1128,lancaster,False,True,2,10,0.99,20,0.001
1129,lancaster,False,True,2,10,0.99,20,0.0001
1130,lancaster,False,True,2,10,0.99,20,0.01
1131,lancaster,False,True,2,10,0.99,30,0.001
1132,lancaster,False,True,2,10,0.99,30,0.0001
1133,lancaster,False,True,2,10,0.99,30,0.01
1134,lancaster,False,True,3,3,0.9,20,0.001
1135,lancaster,False,True,3,3,0.9,20,0.0001
1136,lancaster,False,True,3,3,0.9,20,0.01
1137,lancaster,False,True,3,3,0.9,30,0.001
1138,lancaster,False,True,3,3,0.9,30,0.0001
1139,lancaster,False,True,3,3,0.9,30,0.01
1140,lancaster,False,True,3,3,0.95,20,0.001
1141,lancaster,False,True,3,3,0.95,20,0.0001
1142,lancaster,False,True,3,3,0.95,20,0.01
1143,lancaster,False,True,3,3,0.95,30,0.001
1144,lancaster,False,True,3,3,0.95,30,0.0001
1145,lancaster,False,True,3,3,0.95,30,0.01
1146,lancaster,False,True,3,3,0.99,20,0.001
1147,lancaster,False,True,3,3,0.99,20,0.0001
1148,lancaster,False,True,3,3,0.99,20,0.01
1149,lancaster,False,True,3,3,0.99,30,0.001
1150,lancaster,False,True,3,3,0.99,30,0.0001
1151,lancaster,False,True,3,3,0.99,30,0.01
1152,lancaster,False,True,3,5,0.9,20,0.001
1153,lancaster,False,True,3,5,0.9,20,0.0001
1154,lancaster,False,True,3,5,0.9,20,0.01
1155,lancaster,False,True,3,5,0.9,30,0.001
1156,lancaster,False,True,3,5,0.9,30,0.0001
1157,lancaster,False,True,3,5,0.9,30,0.01
1158,lancaster,False,True,3,5,0.95,20,0.001
1159,lancaster,False,True,3,5,0.95,20,0.0001
1160,lancaster,False,True,3,5,0.95,20,0.01
1161,lancaster,False,True,3,5,0.95,30,0.001
1162,lancaster,False,True,3,5,0.95,30,0.0001
1163,lancaster,False,True,3,5,0.95,30,0.01
1164,lancaster,False,True,3,5,0.99,20,0.001
1165,lancaster,False,True,3,5,0.99,20,0.0001
1166,lancaster,False,True,3,5,0.99,20,0.01
1167,lancaster,False,True,3,5,0.99,30,0.001
1168,lancaster,False,True,3,5,0.99,30,0.0001
1169,lancaster,False,True,3,5,0.99,30,0.01
1170,lancaster,False,True,3,10,0.9,20,0.001
1171,lancaster,False,True,3,10,0.9,20,0.0001
1172,lancaster,False,True,3,10,0.9,20,0.01
1173,lancaster,False,True,3,10,0.9,30,0.001
1174,lancaster,False,True,3,10,0.9,30,0.0001
1175,lancaster,False,True,3,10,0.9,30,0.01
1176,lancaster,False,True,3,10,0.95,20,0.001
1177,lancaster,False,True,3,10,0.95,20,0.0001
1178,lancaster,False,True,3,10,0.95,20,0.01
1179,lancaster,False,True,3,10,0.95,30,0.001
1180,lancaster,False,True,3,10,0.95,30,0.0001
1181,lancaster,False,True,3,10,0.95,30,0.01
1182,lancaster,False,True,3,10,0.99,20,0.001
1183,lancaster,False,True,3,10,0.99,20,0.0001
1184,lancaster,False,True,3,10,0.99,20,0.01
1185,lancaster,False,True,3,10,0.99,30,0.001
1186,lancaster,False,True,3,10,0.99,30,0.0001
1187,lancaster,False,True,3,10,0.99,30,0.01
1188,lancaster,False,False,2,3,0.9,20,0.001
1189,lancaster,False,False,2,3,0.9,20,0.0001
1190,lancaster,False,False,2,3,0.9,20,0.01
1191,lancaster,False,False,2,3,0.9,30,0.001
1192,lancaster,False,False,2,3,0.9,30,0.0001
1193,lancaster,False,False,2,3,0.9,30,0.01
1194,lancaster,False,False,2,3,0.95,20,0.001
1195,lancaster,False,False,2,3,0.95,20,0.0001
1196,lancaster,False,False,2,3,0.95,20,0.01
1197,lancaster,False,False,2,3,0.95,30,0.001
1198,lancaster,False,False,2,3,0.95,30,0.0001
1199,lancaster,False,False,2,3,0.95,30,0.01
1200,lancaster,False,False,2,3,0.99,20,0.001
1201,lancaster,False,False,2,3,0.99,20,0.0001
1202,lancaster,False,False,2,3,0.99,20,0.01
